LENGTH,STRASS_ID,RICHTPLANT,STRADATNAM,UNTERHALT,EIGENTUM,STRASSTYP,UREG_TEXT,JAHR,SHAPE.LEN
119.84191578,5055,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,119.841885466581
440.80756327,5073,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,440.80762726875906
229.93039838,5134,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,229.93042972753102
54.5626573,5038,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,54.5626301177463
231.83508705,5194,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,231.835107122306
19.69996023,5139,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,19.6999302195517
8.01356095,427,30,30096,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,8.013524667710211
100.58132615,5179,30,30064,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,100.581311302043
44.80321618,5169,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,44.8032424327686
306.58074183,5176,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,306.58073890342905
154.44138692,5143,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,154.44145511248402
171.56059864,5159,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,171.560650281685
45.88555327,7510,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,45.8855424311532
116.34555676,5114,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,116.34554335518101
130.08015272,4591,23,30022,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,130.08023140937303
523.75627547,4608,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,523.7562649777441
74.16849792,4570,30,30048,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,74.16845000314439
181.41305816,4584,23,30022.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,181.412989785515
89.00655756,4585,23,30034.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,89.0065061202621
181.85974356,213,23,30022.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,181.859703142007
242.61708951,4562,30,30047.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,242.61709665769803
444.66010721,4559,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,444.660094162474
77.27047139,4635,30,30085,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,77.2704574236426
85.0522438,220,30,30085,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,85.05231493447229
255.46368669,4666,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,255.463739373884
176.63176869,4641,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,176.631782471587
150.90606751,4554,30,30034,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,150.906012272369
155.72720341,4647,30,30034.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,155.727224690418
669.4012322,4697,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,669.401205272749
103.67480353,5209,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,103.674816665276
187.59447379,5201,23,30012,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,187.594422724497
341.97120143,4191,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,341.97119695363205
294.23143969,479,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,294.231411648216
102.00895214,4154,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,102.00897816651901
151.11411298,4198,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,151.11410947782701
136.70816263,4180,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,136.708195142098
101.99402816,4157,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,101.994138561377
123.84891628,4375,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,123.848919897402
222.10591779,4366,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,222.10595846291002
229.70327286,4206,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,229.703245080556
136.08176614,5149,30,30061.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,136.081715869806
113.16431467,4392,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,113.164298793561
300.93835312,4399,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,300.938362978668
123.49915251,4389,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,123.49908564197001
148.23695418,4482,30,30053,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,148.237010156752
178.9629742,4346,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,178.96300866778603
88.39549407,4298,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,88.39554307023549
487.50752709,4288,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,487.50760896907803
110.81654934,4318,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,110.816592540282
239.06853998,4469,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,239.068568260134
246.35360925,354,23,30011,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,246.35356413905902
127.4260849,371,23,30012.4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,127.426025528933
237.03154361,4488,30,30048,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,237.03153342683203
266.71020135,4487,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,266.710162471639
494.70029438,4452,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,494.700300990238
88.09002319,4524,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,88.09003971335179
83.40887895,4543,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,83.4089408171419
281.53579201,4549,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,281.535774316601
80.15928312,280,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,80.15933340465719
79.48770178,4752,23,4.4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,79.487737225954
82.27056247,4508,23,4.4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,82.27051456847059
186.89943749,74,23,30011,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,186.899420181212
245.43363994,1485,23,4.4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,245.43370301144702
115.55902499,369,23,30012.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,115.55901623533902
29.01293147,1488,23,30012.8,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,29.012973503697097
121.87525251,4505,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,121.87523862783101
196.56977138,4749,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,196.56975308748702
418.62143582,4748,23,356,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,418.621445129228
232.17021307,368,23,30012.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,232.17020881641602
338.54617325,4504,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,338.546171171049
167.98827675,367,23,1.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,167.988205833447
157.75516923,4500,23,1.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,157.755123969594
58.72775461,4760,30,30046.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,58.7276984688368
549.97684784,675,10,10121,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,549.976891500028
147.05916571,4683,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,147.059148521506
165.36605939,202,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,165.366009670506
783.89603181,583,10,10101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,783.8960079063471
1037.7929234,4738,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,1037.79283510301
146.18367263,7329,23,356,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,146.183725229651
234.68912208,6517,10,10101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,234.68913378363501
275.67743769,1227,12,16003,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,275.677500878194
359.4929844,4224,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,359.492964293364
245.72043279,4282,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,245.720448311282
973.98213881,4245,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,973.982079628181
97.02078424,4246,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,97.0207331934994
85.7311178,4269,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,85.73107494381729
275.40343219,4271,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,275.40340213524803
2289.23982975,4260,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,2289.23981229851
18.81277913,980,12,16133,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,18.8127443263562
461.51514304,680,10,10012,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,461.51511065465104
517.91162162,678,10,10121,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,517.9116166013221
135.80676017,1500,30,30041.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,135.806848981738
140.12602598,831,12,16144,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,140.126033903263
100.02705762,832,12,16144,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,100.027064622184
324.30427938,836,12,16143,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,324.304350854147
341.0307168,4775,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,341.030743420049
373.79805901,4780,30,30044,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,373.798012325914
17.64936909,5969,23,K-001,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,17.6493685566995
687.17865913,4783,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,687.1786285305851
131.53358243,1156,12,16302,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,131.533635544177
173.54724687,798,12,16074,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,173.547250749565
69.86076391,2730,23,351,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,69.86075962918201
117.77216518,4903,30,30089,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,117.77217219146401
156.28904729,4817,30,30072,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,156.289030105344
390.66392183,4880,1, ,unbekannt,unbekannt,Gemeindestrassen,,05_12_2017,390.663933325534
459.37090711,4899,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,459.37095576597403
591.7161921,4920,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,591.716134416295
785.47398214,685,10,10011,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,785.4739576368921
183.13503411,4848,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,183.13496630727903
126.39977447,1213,23,1.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,126.39977286343101
175.24639741,4846,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,175.24638438354103
81.89080119,4788,23,295,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,81.8908026500278
147.67145022,4786,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,147.671500409704
156.79128392,4831,30,30023.3,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,156.79126105811
201.82445128,4799,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,201.82441545973398
530.90173463,4829,30,30023.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,530.901751093042
125.64135898,1205,12,16118,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,125.64135235885401
214.16555918,4824,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,214.16560700738802
181.74334325,4823,23,295.5,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,181.74330449462101
456.62448886,4890,23,30071,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,456.62442315351404
422.61985973,4618,23,295,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,422.61989173593
636.15502057,4612,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,636.154995991691
424.48874483,4611,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,424.48869855203304
1747.87208817,3373,30,614,UB3,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,I,05_12_2017,1747.87205535884
106.75231926,100,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,106.752357438329
146.42709482,821,12,16006,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,146.427145708766
615.25797614,4999,30,30095,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,615.2579810749551
686.72144213,5002,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,686.721433068641
207.86996905,5012,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,207.869995236738
248.38985985,5016,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,248.389839437124
269.86874151,4875,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,269.868736981405
668.18717321,4924,30,30074,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,668.187168344854
575.94481984,4883,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,575.944778885034
179.31978202,4928,30,30075,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,179.31973717624
82.26599315,5005,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,82.2660685169724
20.04331571,4932,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,20.043234110272298
430.074778,4930,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,430.07480631574106
374.21032536,415,23,1.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,374.2102819415
229.47277648,7513,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,229.472777205986
310.97630885,4610,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,310.976410171539
754.65947091,4626,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,754.659471326685
874.17181121,4714,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,874.171848493283
424.66635216,4711,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,424.66641133546
1420.01061676,4700,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,1420.01061872017
146.47609322,579,12,16493,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,146.476121915214
138.2430875,985,12,16148,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,138.243122692776
84.73457827,1412,12,16161,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,84.7345739619161
223.09260513,7021,12,16495,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,223.092609840073
68.21528313,7034,12,16492,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,68.2152547946973
333.11821808,5276,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,333.118231832062
164.02642674,4995,30,30095,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,164.026425755063
46.06263848,4987,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,46.0625777002533
156.88996349,4984,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,156.889895070746
13.34401524,404,23,4.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,13.3440851215061
105.58895666,5273,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,105.589002654723
71.88484948,5271,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,71.8849053258054
76.47814261,5267,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,76.4781839343821
557.86921824,5023,30,30078,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,557.869241723883
68.9793392,396,30,30078,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,68.9792981932164
103.22926659,5219,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,103.229280470256
398.9173947,5260,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,398.917354267693
140.33327797,234,23,30012,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,140.333243653545
114.78296596,5247,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,114.78292282058601
67.78861452,5216,23,30012,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,67.78860480198719
176.1935296,4986,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,176.193546439768
111.95895187,4985,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,111.958915291469
235.85369838,4938,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,235.853766908329
255.79182402,4972,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,255.791862212353
56.55139301,4939,30,30065.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,56.5513920460458
91.72059796,5081,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,91.7205349627334
174.38491096,4940,30,30091,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,174.384895132862
85.84720013,5027,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,85.84719820169019
116.83660674,5063,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,116.836588653383
96.95000576,5067,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,96.94999453084048
443.92471955,5025,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,443.924694389852
132.43855679,5056,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,132.438559001174
50.60577473,5034,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,50.605752110697395
410.75071544,5072,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,410.750735908901
172.30315154,5233,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,172.303116922182
72.55351966,5170,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,72.55365240170201
95.58172664,5142,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,95.58169269337318
302.11527167,5103,23,30009,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,302.11524826637503
127.27766731,5175,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,127.277632538098
109.59518019,5158,30,30062,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,109.595199732873
463.42320135,4444,30,30047,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,463.42319820063705
92.84272677,5208,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,92.84267792475609
176.15849201,4440,30,30049,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,176.158472207519
133.41159256,5150,30,30064.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,133.41154716455702
171.46205142,5122,30,30100.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,171.462094230989
47.09943749,225,30,30049,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,47.0994380204196
201.36300523,5107,23,30009,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,201.363089098623
203.9405872,241,23,30009.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,203.940591198175
444.65169543,1495,23,30034,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,444.651629816063
501.98361315,4567,30,30048,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,501.983608348191
173.55849709,4447,30,30050,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,173.55850808354901
63.82438342,201,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,63.8243942887044
69.60381228,21478,12,16137,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,69.60380042058539
71.90870073,1478,12,16137,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,71.90870012104459
70.09297709,217,23,30011,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,70.0930650173403
147.46430209,243,23,30011.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,147.464258376034
191.82290014,4489,30,30048,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,191.82286491084201
246.60810301,229,23,30011,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,246.608054398574
292.91041474,4663,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,292.910327195172
81.68323634,4659,30,30034.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,81.68317560258029
408.71539801,4640,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,408.715353971145
86.45553072,4642,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,86.4555619510388
693.12333985,4646,23,30087,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,693.123271344537
540.28654,4681,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,540.286486169541
58.44940186,4181,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,58.449411959143795
721.67594451,4218,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,721.675903679372
79.35293381,5199,23,30012,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,79.35294200177219
53.28975374,5197,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,53.2897006418689
92.33585994,4385,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,92.3358384880594
75.57340602,4345,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,75.5733962553431
328.16006536,4150,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,328.160116487675
470.58516275,4344,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,470.585193433543
118.70656787,4177,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,118.70652038814
243.75400024,4153,23,347.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,243.754044336285
193.07824225,4204,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,193.078253129479
197.49056407,4368,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,197.490562080296
69.01498296,4363,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,69.0149547762657
256.7668662,4203,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,256.76683480899896
422.62625255,4188,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,422.626287874579
233.44391548,4365,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,233.443885764019
44.64804439,446,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,44.64809693231359
133.85805768,4215,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,133.858064565192
205.66373819,4373,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,205.663782995773
279.95059991,4337,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,279.95059765274806
215.55516547,4380,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,215.555170404514
483.75370835,4229,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,483.75371537807604
