Jahr,X_WGS84,Y_WGS84,Betriebsname,StrasseLang,HNr,PLZ,Ort,StatZoneSort,StatZoneLang,QuarSort,QuarLang,KreisSort,KreisLang,Oeffnungszeit,Betriebsart,Betriebsstatus,EKoord,NKoord,AnzBetriebe
2017,8.58187687679119,47.4017760489072,Motorradhangar,Dübendorfstrasse,153,8051,Zürich,12303,Mattenhof,123,Hirzenbach,12,Kreis 12,,Gastwirtschaft,Offen,2686297.534,1250734.545,1
2017,8.58601115897665,47.400511359198,La Fonte,Dübendorfstrasse,223,8051,Zürich,12303,Mattenhof,123,Hirzenbach,12,Kreis 12,,Gastwirtschaft,Offen,2686611.641,1250598.503,1
2017,8.57604472342575,47.4030891624457,Don Emilio,Dübendorfstrasse,24,8051,Zürich,12202,Bocklerstrasse,122,Schwamendingen-Mitte,12,Kreis 12,,Gastwirtschaft,Offen,2685855.213,1250874.128,1
2017,8.59044756471045,47.3990754606051,Mattenhof,Dübendorfstrasse,321,8051,Zürich,12303,Mattenhof,123,Hirzenbach,12,Kreis 12,,Gastwirtschaft,Offen,2686948.847,1250443.779,1
2017,8.57399323233943,47.4039559188415,Cafe Bistro Zimt,Dübendorfstrasse,4,8051,Zürich,12202,Bocklerstrasse,122,Schwamendingen-Mitte,12,Kreis 12,,Gastwirtschaft,Offen,2685698.978,1250968.244,1
2017,8.54508847166948,47.4095179837894,Goranac,Edisonstrasse,5,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,,Kleinwirtschaft,Offen,2683508.639,1251555.425,1
2017,8.51076104912739,47.3840186286296,Eglihof,Eglistrasse,2,8004,Zürich,4401,Schlachthof,44,Hard,4,Kreis 4,,Gastwirtschaft,Offen,2680956.727,1248684.635,1
2017,8.52025617341761,47.3635584814059,Dieci Pizza-Kurier,Eibenstrasse,24,8045,Zürich,3104,Manesseplatz,31,Alt-Wiedikon,3,Kreis 3,,Gastwirtschaft,Offen,2681705.01,1246419.889,1
2017,8.51929256919276,47.3625475252212,Mezzo,Eichstrasse,29,8045,Zürich,3104,Manesseplatz,31,Alt-Wiedikon,3,Kreis 3,,Gastwirtschaft,Offen,2681633.773,1246306.497,1
2017,8.54581816669712,47.4148574086862,Indian Palace 2,Eisfeldstrasse,2,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,,Gastwirtschaft,Offen,2683555.332,1252149.798,1
2017,8.54638412705149,47.414847758953,Hanedan Shisha Bar,Eisfeldstrasse,6,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0400 täglich,Gastwirtschaft,Offen,2683598.055,1252149.328,1
2017,8.53256443015261,47.3783319799983,UBS Restaurant Europaallee,Eisgasse,10,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2682611.803,1248075.164,1
2017,8.5218803362621,47.3736927864133,Montblack,Elisabethenstrasse,28,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,0200/frei,Gastwirtschaft,Offen,2681812.136,1247548.225,1
2017,8.52317035151702,47.3724265551328,Elisaburg,Elisabethenstrasse,3,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2681911.503,1247408.802,1
2017,8.53944761976049,47.4144449846163,Kai Sushi,Ellen-Widmann-Weg,2,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683075.248,1252097.184,1
2017,8.53950750204947,47.4148288978519,Thai Food Station,Ellen-Widmann-Weg,6,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683079.168,1252139.928,1
2017,8.51558323408906,47.3990179563148,Pflegezentrum Käferberg,Emil-Klöti-Strasse,25,8037,Zürich,10201,Waidspital,102,Wipkingen,10,Kreis 10,,Gastwirtschaft,Offen,2681297.94,1250357.129,1
2017,8.54137513898872,47.4117430702218,Cityport,Emil-Oprecht-Platz,2,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683224.923,1251798.848,1
2017,8.54103376007148,47.4119804223335,not guilty,Emil-Oprecht-Strasse,1,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683198.79,1251824.873,1
2017,8.52364522746779,47.3766876241122,Le Mur Brotbar,Engelstrasse,59,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2681940.816,1247883.007,1
2017,8.52472296917744,47.3595945931584,Engimatt,Engimattstrasse,14,8002,Zürich,2405,Rieterplatz,24,Enge,2,Kreis 2,,Gastwirtschaft,Offen,2682048.504,1245983.88,1
2017,8.55753383762081,47.3666447389221,Europa,Englischviertelstrasse,42,8032,Zürich,7205,Merkurplatz,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684515.837,1246802.472,1
2017,8.51982909370058,47.3712904565729,Camping,Erikastrasse,21,8003,Zürich,3407,Bahnhof Wiedikon,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681660.907,1247279.018,1
2017,8.51936900151665,47.380321098615,Loft One,Erismannstrasse,2,8004,Zürich,4405,Güterbahnhof,44,Hard,4,Kreis 4,Fr./Sa.frei,Gastwirtschaft,Offen,2681612.332,1248282.49,1
2017,8.51904554566887,47.3801269336561,Pro Casa d'Italia,Erismannstrasse,6,8004,Zürich,4405,Güterbahnhof,44,Hard,4,Kreis 4,,Gastwirtschaft,Offen,2681588.205,1248260.568,1
2017,8.51591628423922,47.3813507940566,Steiner Café Hardschloss,Ernastrasse,30,8004,Zürich,4405,Güterbahnhof,44,Hard,4,Kreis 4,,Gastwirtschaft,Offen,2681350.045,1248393.378,1
2017,8.49618328103606,47.3714493289312,Sportplatz Letzi,Espenhofweg,56,8047,Zürich,9109,Espenhof,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679874.863,1247272.343,1
2017,8.53137012255901,47.3446701333368,Tertianum Etzelgut,Etzelstrasse,14,8038,Zürich,2102,Bellariastrasse,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682573.732,1244331.691,1
2017,8.53379977475204,47.3784159921991,Loft Five,Europaallee,15,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2682704.957,1248085.805,1
2017,8.53353853517278,47.3784882526845,vom Fass,Europaallee,17,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,,Nebenwirtschaft,Offen,2682685.118,1248093.563,1
2017,8.5357193336958,47.3777154080039,Hiltl Sihlpost + Club,Europaallee,1a,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,Mo-SoNacht 0500,Gastwirtschaft,Offen,2682850.997,1248009.945,1
2017,8.53152818417101,47.3789481760207,YNOS,Europaallee,47,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,Fr./Sa. Frei,Gastwirtschaft,Offen,2682532.599,1248142.577,1
2017,8.53469307850177,47.3781118952186,Starbucks Coffee,Europaallee,7,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2682772.885,1248052.94,1
2017,8.52849301956933,47.3871999545671,Alpenrose,Fabrikstrasse,12,8005,Zürich,5103,Kornhaus,51,Gewerbeschule,5,Kreis 5,,Gastwirtschaft,Offen,2682290.666,1249056.753,1
2017,8.52804999101184,47.3863818107014,St. Joseph's Pub,Fabrikstrasse,23,8005,Zürich,5102,Quellenstrasse,51,Gewerbeschule,5,Kreis 5,0400/Frei,Gastwirtschaft,Offen,2682258.48,1248965.334,1
2017,8.54639036856246,47.3647468926794,Belcanto,Falkenstrasse,1,8001,Zürich,1203,Bellevue,12,Hochschulen,1,Kreis 1,0400/Frei,Gastwirtschaft,Offen,2683677.159,1246579.545,1
2017,8.54758803320152,47.3646933550976,Tibits im NZZ Bistro,Falkenstrasse,12,8008,Zürich,8101,Seebad Utoquai,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2683767.705,1246574.871,1
2017,8.5477484294207,47.3648442021677,Tibits,Falkenstrasse,14,8008,Zürich,8101,Seebad Utoquai,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2683779.583,1246591.812,1
2017,8.54862488876843,47.3660793832596,Weisses Kreuz,Falkenstrasse,27,8001,Zürich,1203,Bellevue,12,Hochschulen,1,Kreis 1,,Gastwirtschaft,Offen,2683843.841,1246730.064,1
2017,8.54696991061383,47.3643507346108,Ambassador,Falkenstrasse,6,8008,Zürich,8101,Seebad Utoquai,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2683721.555,1246536.122,1
2017,8.55057353246859,47.359882894742,Beauty Villa Valentino,Feldeggstrasse,32,8008,Zürich,8102,Bellerive,81,Seefeld,8,Kreis 8,,Nebenwirtschaft,Offen,2684000.784,1246043.281,1
2017,8.55244906548393,47.3605706912607,Escoffier,Feldeggstrasse,49,8008,Zürich,8201,Kreuzstrasse,82,Mühlebach,8,Kreis 8,,Gastwirtschaft,Offen,2684141.374,1246121.753,1
2017,8.55457844168218,47.3627921060292,Ländli Altersheim,Feldeggstrasse,87,8008,Zürich,8201,Kreuzstrasse,82,Mühlebach,8,Kreis 8,,Gastwirtschaft,Offen,2684298.71,1246370.994,1
2017,8.52346497219859,47.3792009754683,Missione Cattolica Italiana,Feldstrasse,109,8004,Zürich,4202,Bäckeranlage,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2681923.341,1248162.232,1
2017,8.52440926090612,47.3801077156228,EGE Import Export GmbH,Feldstrasse,133,8004,Zürich,4201,Schöneggplatz,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2681993.251,1248264.022,1
2017,8.52522845719052,47.3804921638385,Hotelbar,Feldstrasse,144,8004,Zürich,4201,Schöneggplatz,42,Langstrasse,4,Kreis 4,"So-Mi-Nacht 0200, Do-Sa-Nacht 0400",Gastwirtschaft,Offen,2682054.517,1248307.618,1
2017,8.52196189616469,47.3773285646537,4 Tiere,Feldstrasse,61,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2681812.715,1247952.505,1
2017,8.52341335182357,47.3787377446596,Marktküche,Feldstrasse,98,8004,Zürich,4202,Bäckeranlage,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2681920.155,1248110.68,1
2017,8.49612834244561,47.3746109987252,Bäckerei-Konditorei Bode,Fellenbergstrasse,228,8047,Zürich,9108,Sackzelg,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679865.977,1247623.776,1
2017,8.49167912045594,47.3752932976327,Bäckerei-Kaffee Fellenberg,Fellenbergstrasse,276,8047,Zürich,9106,Mühlezelgstrasse,91,Albisrieden,9,Kreis 9,,Nebenwirtschaft,Offen,2679528.96,1247695.11,1
2017,8.54492215695335,47.4183371966889,Felsenberg,Felsenrainweg,19,8052,Zürich,11903,Felsenrain,119,Seebach,11,Kreis 11,,Gastwirtschaft,Offen,2683482.264,1252535.701,1
2017,8.55984597783624,47.4170766118036,SRF Fernsehstrasse,Fernsehstrasse,2,8052,Zürich,11909,Leutschenbach,119,Seebach,11,Kreis 11,,Gastwirtschaft,Offen,2684610.356,1252411.543,1
2017,8.53180610972019,47.3839750717827,Shaba,Fierzgasse,22,8005,Zürich,5105,Ackerstrasse,51,Gewerbeschule,5,Kreis 5,,Gastwirtschaft,Offen,2682545.8,1248701.717,1
2017,8.54873133915111,47.3722474906956,Florhof,Florhofgasse,4,8001,Zürich,1202,ETH / Universität,12,Hochschulen,1,Kreis 1,,Gastwirtschaft,Offen,2683842.18,1247415.891,1
2017,8.48698282412112,47.3784304639287,Pflegezentrum Bachwiesen,Flurstrasse,130,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679169.647,1248039.127,1
2017,8.49688315445623,47.3878534609976,La Petite Bouchée,Flurstrasse,4,8048,Zürich,9209,Altstetterplatz,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679903.125,1249096.738,1
2017,8.49496160552911,47.3841633069624,not guilty,Flurstrasse,55,8048,Zürich,9213,Edelweissstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679763.571,1248684.54,1
2017,8.49360879200268,47.3835810502331,UBS Restaurant Flur,Flurstrasse,64,8048,Zürich,9212,Grimselstrasse,92,Altstetten,9,Kreis 9,,Kantine / Mensa,Offen,2679662.297,1248618.435,1
2017,8.49261531426856,47.3818650299329,F + F Schule für Gestaltung und Mediendesign,Flurstrasse,89,8047,Zürich,9107,Letzigraben,91,Albisrieden,9,Kreis 9,,Kantine / Mensa,Offen,2679589.846,1248426.653,1
2017,8.49587400654083,47.3821350063625,Yonex Badminton Halle,Flüelastrasse,27,8047,Zürich,9107,Letzigraben,91,Albisrieden,9,Kreis 9,,Nebenwirtschaft,Offen,2679835.5,1248459.977,1
2017,8.49548618622117,47.3818060795996,Minimum,Flüelastrasse,29,8047,Zürich,9107,Letzigraben,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679806.709,1248423.015,1
2017,8.56721518280288,47.3503197174854,Obere Flühgasse,Flühgasse,69,8008,Zürich,8303,Burghölzli,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2685273.163,1244998.091,1
2017,8.56493972867926,47.3605089446545,Spizzati,Forchstrasse,163,8032,Zürich,7303,Hegibach,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685084.988,1246128.357,1
2017,8.56561086559992,47.3601871052819,Marcellino - Pane e Vino,Forchstrasse,168,8032,Zürich,7303,Hegibach,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685136.198,1246093.306,1
2017,8.55466787059399,47.3644762397109,Bäckerei Conditorei Stocker,Forchstrasse,2,8008,Zürich,8301,Neumünster,83,Weinegg,8,Kreis 8,,Nebenwirtschaft,Offen,2684302.802,1246558.316,1
2017,8.55466787059399,47.3644762397109,Sorrento,Forchstrasse,2,8008,Zürich,8301,Neumünster,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2684302.802,1246558.316,1
2017,8.56901701488364,47.3600441164249,Le Puy,Forchstrasse,211,8032,Zürich,7302,Klus,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685393.721,1246081.111,1
2017,8.57071214389996,47.3583839015569,Quartiertreff  Hirslanden,Forchstrasse,248,8032,Zürich,7303,Hegibach,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685524.431,1245898.391,1
2017,8.5725390621087,47.3577555142782,Burgwies,Forchstrasse,271,8008,Zürich,8304,Rehalp,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2685663.447,1245830.526,1
2017,8.5754082460423,47.3529922933917,Universitätsklinik Balgrist,Forchstrasse,340,8008,Zürich,8304,Rehalp,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2685887.861,1245304.136,1
2017,8.57761662280715,47.3531582425552,Chässtube Rehalp,Forchstrasse,359,8008,Zürich,8304,Rehalp,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2686054.432,1245325.004,1
2017,8.58264436886805,47.351382361059,Basler Hofmann,Forchstrasse,395,8008,Zürich,8304,Rehalp,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2686437.146,1245133.106,1
2017,8.55506078938544,47.3642815280061,Foodpoint,Forchstrasse,4,8008,Zürich,8301,Neumünster,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2684332.788,1246537.092,1
2017,8.55880341873785,47.3622922483853,Hühnerhimmel,Forchstrasse,76,8008,Zürich,8301,Neumünster,83,Weinegg,8,Kreis 8,,Gastwirtschaft,Offen,2684618.635,1246319.972,1
2017,8.57504126165119,47.3834915936695,Tennisanlage Fluntern,Forrenweidstrasse,7,8044,Zürich,7201,Dolder,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2685811.029,1248694.348,1
2017,8.54007344018108,47.3730524968275,Club zum Rennweg,Fortunagasse,13,8001,Zürich,1301,Schipfe,13,Lindenhof,1,Kreis 1,,Gastwirtschaft,Offen,2683187.068,1247496.17,1
2017,8.54625375866411,47.4085592121326,Hotel Restaurant Sternen Oerlikon,Franklinstrasse,1,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683598.086,1251450.077,1
2017,8.54460679475577,47.4095119794728,Original Kebap Haus,Franklinstrasse,20,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683472.297,1251554.245,1
2017,8.54593328916213,47.4089755874766,My Kitchen,Franklinstrasse,6,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683573.247,1251496.025,1
2017,8.54593328916213,47.4089755874766,Porta d'Oro,Franklinstrasse,6,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,0400/frei,Gastwirtschaft,Offen,2683573.247,1251496.025,1
2017,8.54576511406828,47.4090558871922,Toros Imbiss,Franklinstrasse,8,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683560.429,1251504.773,1
2017,8.54535811871211,47.4088431569685,Inter & Venus Bar,Franklinstrasse,9,8050,Zürich,11504,Marktplatz Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683530.047,1251480.69,1
2017,8.54118142860473,47.3672330796384,Kiosk Imbiss,Fraumünsterstrasse,1,8001,Zürich,1303,Stadthaus,13,Lindenhof,1,Kreis 1,,Ausgabestelle,Offen,2683279.834,1246850.395,1
2017,8.54070929590379,47.3686475232559,Old Fashion,Fraumünsterstrasse,15,8001,Zürich,1303,Stadthaus,13,Lindenhof,1,Kreis 1,0400 Uhr,Gastwirtschaft,Offen,2683241.966,1247007.139,1
2017,8.54142052687034,47.3675522750234,Tisch Bank Stuhl,Fraumünsterstrasse,2,8001,Zürich,1303,Stadthaus,13,Lindenhof,1,Kreis 1,,Nebenwirtschaft,Offen,2683297.394,1246886.134,1
2017,8.54050066859488,47.3693060973109,Puro,Fraumünsterstrasse,25,8001,Zürich,1303,Stadthaus,13,Lindenhof,1,Kreis 1,,Gastwirtschaft,Offen,2683225.181,1247080.132,1
2017,8.54587303903372,47.367394941656,Rosaly's,Freieckgasse,7,8001,Zürich,1203,Bellevue,12,Hochschulen,1,Kreis 1,Fr./Sa. Frei,Gastwirtschaft,Offen,2683633.93,1246873.379,1
2017,8.54600962702676,47.367504722469,Club Bellevue,Freieckgasse,9,8001,Zürich,1203,Bellevue,12,Hochschulen,1,Kreis 1,0400/frei,Gastwirtschaft,Offen,2683644.074,1246885.729,1
2017,8.56660097424885,47.3608647272166,Antiquario da Marco,Freiestrasse,213,8032,Zürich,7302,Klus,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685209.906,1246169.712,1
2017,8.56711027458908,47.3604701232588,Panaderia Manuel,Freiestrasse,221,8032,Zürich,7302,Klus,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685249.008,1246126.397,1
2017,8.56711027458908,47.3604701232588,Wilder Mann,Freiestrasse,221,8032,Zürich,7302,Klus,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685249.008,1246126.397,1
2017,8.5532029051073,47.3719828325759,Mensa Kantonsschule Rämibühl,Freiestrasse,26,8032,Zürich,7204,Kantonsschule,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684180.296,1247391.256,1
2017,8.55542625543755,47.3696468797311,Vier Linden,Freiestrasse,50,8032,Zürich,7204,Kantonsschule,72,Hottingen,7,Kreis 7,,Nebenwirtschaft,Offen,2684351.903,1247133.954,1
2017,8.55758776409298,47.3681157125104,Alterszentrum Hottingen,Freiestrasse,71,8032,Zürich,7205,Merkurplatz,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684517.578,1246966.059,1
2017,8.49255459267187,47.3780281956293,Easy Bar,Freilagerstrasse,1,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679590.99,1248000.042,1
2017,8.49162373017073,47.3786958597865,Casa Maria da Fonte,Freilagerstrasse,19,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679519.701,1248073.324,1
2017,8.48822028794062,47.3809273884628,Brasserie Freilager,Freilagerstrasse,53,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679259.379,1248317.965,1
2017,8.5331673572103,47.3773109985486,Kennedy's Irish Pub,Freischützgasse,14,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,0400 Uhr,Gastwirtschaft,Offen,2682658.915,1247962.295,1
2017,8.53278116452877,47.3770329298539,Camino,Freischützgasse,4,8004,Zürich,4206,Kaserne,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2682630.183,1247930.975,1
2017,8.52454983049585,47.3715452322748,FREYA,Freyastrasse,3,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,,Gastwirtschaft,Offen,2682017.039,1247312.265,1
2017,8.51090992290229,47.3773885577727,Frieda's Büxe,Friedaustrasse,23,8003,Zürich,3404,Fritschistrasse,34,Sihlfeld,3,Kreis 3,0400/Frei,Gastwirtschaft,Offen,2680978.04,1247947.711,1
2017,8.47741904961313,47.3809081394436,Sportanlage Buchlern,Friedhofstrasse,89,8048,Zürich,9204,Buchlern,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2678443.808,1248304.972,1
2017,8.56921631120496,47.4045497580781,Zentrum Krokodil,Friedrichstrasse,9,8051,Zürich,12201,Tulpenstrasse,122,Schwamendingen-Mitte,12,Kreis 12,,Gastwirtschaft,Offen,2685337.484,1251029.056,1
2017,8.50720634098652,47.360708010202,La Piazza,Friesenbergplatz,7,8045,Zürich,3302,Gehrenholz,33,Friesenberg,3,Kreis 3,,Gastwirtschaft,Offen,2680723.619,1246089.493,1
2017,8.51320952724208,47.3695684180848,YoYo Pizzeria / Imbiss,Friesenbergstrasse,12,8003,Zürich,3102,Goldbrunnenplatz,31,Alt-Wiedikon,3,Kreis 3,,Ausgabestelle,Offen,2681163.599,1247080.709,1
2017,8.51368947530268,47.3695660027843,Hotel Neufeld,Friesenbergstrasse,15,8055,Zürich,3102,Goldbrunnenplatz,31,Alt-Wiedikon,3,Kreis 3,,Gastwirtschaft,Offen,2681199.851,1247080.937,1
2017,8.51368947530268,47.3695660027843,Neufeld (Pop Corn),Friesenbergstrasse,15,8055,Zürich,3102,Goldbrunnenplatz,31,Alt-Wiedikon,3,Kreis 3,,Gastwirtschaft,Offen,2681199.851,1247080.937,1
2017,8.54689825925294,47.4141821632664,Dubai Shisha Lounge,Friesstrasse,10,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0400/Frei,Gastwirtschaft,Offen,2683637.897,1252075.88,1
2017,8.54689825925294,47.4141821632664,Food of Punjab,Friesstrasse,10,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,Fr./Sa. Frei,Kleinwirtschaft,Offen,2683637.897,1252075.88,1
2017,8.54689825925294,47.4141821632664,Kiosk Bistro Express,Friesstrasse,10,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0200/frei,Gastwirtschaft,Offen,2683637.897,1252075.88,1
2017,8.54689825925294,47.4141821632664,Mahsen (EG),Friesstrasse,10,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0400/Frei,Gastwirtschaft,Offen,2683637.897,1252075.88,1
2017,8.54690548186043,47.4143152835989,Balkan,Friesstrasse,12,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0200/frei,Gastwirtschaft,Offen,2683638.233,1252090.687,1
2017,8.54690548186043,47.4143152835989,MAX,Friesstrasse,12,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,,Gastwirtschaft,Offen,2683638.233,1252090.687,1
2017,8.54689720822572,47.4144870152875,Escobar,Friesstrasse,16,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0400/frei,Gastwirtschaft,Offen,2683637.339,1252109.77,1
2017,8.54689720822572,47.4144870152875,Laila Türkü Bar,Friesstrasse,16,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,Fr./Sa. Frei,Gastwirtschaft,Offen,2683637.339,1252109.77,1
2017,8.54645106389492,47.4146592471055,Heimat,Friesstrasse,21,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0400/Frei,Kleinwirtschaft,Offen,2683603.402,1252128.442,1
2017,8.54680677209349,47.415201341838,Goranac,Friesstrasse,24,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,0400/Frei,Gastwirtschaft,Offen,2683629.393,1252189.087,1
2017,8.54577791388738,47.4164565538472,Kafe Plaza,Friesstrasse,43,8050,Zürich,11908,Grünhaldenstrasse,119,Seebach,11,Kreis 11,,Gastwirtschaft,Offen,2683549.786,1252327.536,1
2017,8.51195836022541,47.4206121059195,Sporthalle Fronwald,Fronwaldstrasse,115,8046,Zürich,11107,Reckenholz,111,Affoltern,11,Kreis 11,,Gastwirtschaft,Offen,2680991.483,1252754.064,1
2017,8.54487365695972,47.3731738796201,Isebähnli,Froschaugasse,26,8001,Zürich,1102,Prediger,11,Rathaus,1,Kreis 1,Fr./Sa. Frei,Gastwirtschaft,Offen,2683549.391,1247514.764,1
2017,8.54523507807918,47.3727449558419,Notenpunkt,Froschaugasse,4,8001,Zürich,1102,Prediger,11,Rathaus,1,Kreis 1,,Nebenwirtschaft,Offen,2683577.358,1247467.465,1
2017,8.55490057895717,47.3538454425714,Lebewohlfabrik Bar & Galerie,Fröhlichstrasse,23,8008,Zürich,8103,Tiefenbrunnen,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2684337.192,1245376.737,1
2017,8.55602069797704,47.3545528407352,Miracle,Fröhlichstrasse,37,8008,Zürich,8103,Tiefenbrunnen,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2684420.694,1245456.583,1
2017,8.55615073237478,47.3545986992585,f39,Fröhlichstrasse,39,8008,Zürich,8103,Tiefenbrunnen,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2684430.445,1245461.821,1
2017,8.49225955343532,47.4234681437453,Tennisclub Valsana,Furttalstrasse,214,8046,Zürich,11102,Holzerhurd,111,Affoltern,11,Kreis 11,,Gastwirtschaft,Offen,2679500.88,1253051.436,1
2017,8.5124285302873,47.3913623175229,Delicato,Förrlibuckstrasse,109,8005,Zürich,5201,Hardturm,52,Escher Wyss,5,Kreis 5,,Gastwirtschaft,Offen,2681071.458,1249502.77,1
2017,8.5124285302873,47.3913623175229,Mehrspur,Förrlibuckstrasse,109,8005,Zürich,5201,Hardturm,52,Escher Wyss,5,Kreis 5,0400/frei,Dancing / Disco,Offen,2681071.458,1249502.77,1
2017,8.51083466807332,47.3919791116585,Cocoa & Kiki Beach,Förrlibuckstrasse,151,8005,Zürich,5201,Hardturm,52,Escher Wyss,5,Kreis 5,,Gastwirtschaft,Offen,2680950.193,1249569.695,1
2017,8.51083466807332,47.3919791116585,Q-Zürich,Förrlibuckstrasse,151,8005,Zürich,5201,Hardturm,52,Escher Wyss,5,Kreis 5,0400/frei,Gastwirtschaft,Offen,2680950.193,1249569.695,1
