SVOZONEOID,T_ZONE,T_ZONTXT,T_KAT,T_KATTXT,T_LABEL,T_LABTXT,P_LABEL,P_LABTXT,P_SPEZ,P_HM_NAT,P_FM_NAT,P_PREC_C,P_PREC_T,T_SZIEL,T_SMASSN,OBJ_NR,OBJ_NAM,P_BFS,P_GEM,P_BEZIRK,E_OBJID,E_KURZTI,E_TITEL,E_DATUM,E_NR,E_TYP,E_VNAM,E_PUBL,E_URL,AREAM2,LENGTH,SHAPE.AREA,SHAPE.LEN
2286,VIB,Erholungszone VIB,VI,Erholungszone,,,,,,,,AV,,Diese Zone dient der Erholung - soweit diese mit dem Schutz des Gebietes vereinbar ist.,-,102,Landschaftsschutzgebiet,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,3838,262.8,3837.95923026,262.81672997034104
2280,IVL,Waldschutzzone IVL,IV,Waldschutzzone,,,,,,,,AV,,Biologisch und landschaftlich wertvolle Elemente erhalten - Rücksicht auf Landschaftsbild nehmen.,Erratische Blöcke und andere geomorphologische Objekte erhalten; Bäche nicht verbauen,102,Landschaftsschutzgebiet,96,Regensdorf,Dielsdorf,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,229219.6,3468.4,229219.56477179,3468.4244231941702
3968,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,102,Landschaftsschutzgebiet,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,68583.5,2089.8,68583.46924797,2089.8351963149103
2335,VA,See- und Uferschutzzone VA,V,See- und Uferschutzzone,,,,,,,,AV,,Erhaltung von Gewässern und Ufern als Lebensraum seltener Tier- und Pflanzenarten,Kein Betreten der Röhrichtzone; Schwimm- und Badeverbot; Verbot des Befahrens mit Schwimmkörpern aller Art.,3,Katzenseen,96,Regensdorf,Dielsdorf,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,80051.2,1175.1000000000001,80051.2495157,1175.07468601526
5880,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,ZH 9,"Albisgüetli, Magerwiese wechseltrocken",261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,8339.2,783.9,8339.22456542,783.8833650817651
3974,IVA,Waldschutzzone IVA,IV,Waldschutzzone,,,,,,,,AV,,Langfristige Erhaltung standortgemässer Waldgesellschaften - schutzwürdiger Waldformen und -typen sowie stufig aufgebauter Waldränder,Wald im Sinne der Schutzziele gemäss Pflegeplan nutzen oder pflegen;ökologisch wertvolle Übergänge von Wald und Naturschutzzonen schaffen; isolierte waldfreie Naturschutzzonen verbinden,3,Katzenseen,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,7662.1,413.7,7662.08349042,413.67447757362197
1481,VA,See- und Uferschutzzone VA,V,See- und Uferschutzzone,,,,,,,,AV,,Erhaltung von Gewässern und Ufern als Lebensraum seltener Tier- und Pflanzenarten,Kein Betreten der Röhrichtzone; Schwimm- und Badeverbot; Verbot des Befahrens mit Schwimmkörpern aller Art.,3,Katzenseen,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,60365.4,1247.8,60365.43346155,1247.7995794632
5302,IIA,Naturschutzumgebungszone IIA,II,Naturschutzumgebungszone,,,,,,,,AV,,Sicherung der Naturschutzzone vor unerwünschten Einwirkungen,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Leinenzwang für Hunde.,1,Allmend,261,Zürich,Zürich,219,Katzenseen (Änderung),Verordnung über den Schutz der Katzenseen (Änderung),20140312,14022,Einzelverfügung,,2014/65075,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Aenderung_2014.pdf,1153.9,272.2,1153.9115925,272.221140475301
5876,IR,Naturschutzzone IR (Regenerationsfläche),I,Naturschutzzone,R,Regenrationszone,,,,,,,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Bewirtschaftungsflächen durch geeignete Massnahmen (Wiedervernässung; Abhumusierung;etc.) zu Naturschutzzonen zurückführen,ZH 9,"Albisgüetli, Magerwiese wechseltrocken",261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,12487.5,452.5,12487.497741235,452.52140263420205
5845,IVA,Waldschutzzone IVA,IV,Waldschutzzone,,,,,,,,,,Langfristige Erhaltung standortgemässer Waldgesellschaften - schutzwürdiger Waldformen und -typen sowie stufig aufgebauter Waldränder,Wald im Sinne der Schutzziele gemäss Pflegeplan nutzen oder pflegen;ökologisch wertvolle Übergänge von Wald und Naturschutzzonen schaffen; isolierte waldfreie Naturschutzzonen verbinden,ZH 62,Waldstandort Allmend Brunau,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,89253.2,5139.400000000001,89253.1559471,5139.35073489084
5711,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,248,Uitikon,Dietikon,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,193025.1,5683.900000000001,193025.130272315,5683.92761898704
5788,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,2265.9,563,2265.876082895,563.004829224875
5790,VIB,Erholungszone VIB,VI,Erholungszone,,,,,,,,,,Diese Zone dient der Erholung - soweit diese mit dem Schutz des Gebietes vereinbar ist.,-,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,4031.4,311.3,4031.387112485,311.321804410728
5730,IVA,Waldschutzzone IVA,IV,Waldschutzzone,,,,,,,,AV,,Langfristige Erhaltung standortgemässer Waldgesellschaften - schutzwürdiger Waldformen und -typen sowie stufig aufgebauter Waldränder,Wald im Sinne der Schutzziele gemäss Pflegeplan nutzen oder pflegen;ökologisch wertvolle Übergänge von Wald und Naturschutzzonen schaffen; isolierte waldfreie Naturschutzzonen verbinden,S 61,Waldstandort Weidel,248,Uitikon,Dietikon,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,217250.1,4959.5,217250.099847675,4959.467033045131
5704,IVL,Waldschutzzone IVL,IV,Waldschutzzone,,,,,,,,AV,,Biologisch und landschaftlich wertvolle Elemente erhalten - Rücksicht auf Landschaftsbild nehmen.,Erratische Blöcke und andere geomorphologische Objekte erhalten; Bäche nicht verbauen,,,13,Stallikon,Affoltern am Albis,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,3586.6,323.5,3586.620962045,323.47047265978506
5781,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,2654.9,220.8,2654.87849113,220.818437689623
5298,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,2,Hänsiried,96,Regensdorf,Dielsdorf,219,Katzenseen (Änderung),Verordnung über den Schutz der Katzenseen (Änderung),20140312,14022,Einzelverfügung,,2014/65075,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Aenderung_2014.pdf,7563.8,453.7,7563.848025785001,453.728740497706
1867,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,AV,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,3,Katzenseen,96,Regensdorf,Dielsdorf,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,182.6,71.4,182.629504905,71.4208928709154
3936,IIIC,Landschaftsschutzzone IIIC,III,Landschaftsschutzzone,,,,,,,,AV,,Erhaltung der Obstbaumgärten und der mageren Wiesenvegetation,Kein Fällen von Obstbäumen; keine andere Unterkultur als Magerwiese. Das Errichten von Bauten und Anlagen aller Art ist bewilligungspfichtig. Die Düngung ist im Pflegeplan geregelt; es gilt Leinenzwang für Hunde.,3,Katzenseen,96,Regensdorf,Dielsdorf,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,16310.300000000001,606.3000000000001,16310.30879094,606.274040152856
2285,VIA,Erholungszone VIA,VI,Erholungszone,,,,,,,,AV,,Diese Zone dient der Erholung - soweit diese mit dem Schutz des Gebietes vereinbar ist.,Kein Dünger- und Gifteinsatz; keine standortfremden Baumbestände; keine Beeinträchtigung der Ried- und Ufervegetation,3,Katzenseen,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,2285.1,236.20000000000002,2285.14364084,236.236034985563
5826,I,Naturschutzzone I,I,Naturschutzzone,,,,,WNB,,,,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,ZH 10,"Talwiesen, Magerwiese wechseltrocken",261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,10064.5,483.90000000000003,10064.49085471,483.86285266959106
5827,IVA,Waldschutzzone IVA,IV,Waldschutzzone,,,,,WNB,,,,,Langfristige Erhaltung standortgemässer Waldgesellschaften - schutzwürdiger Waldformen und -typen sowie stufig aufgebauter Waldränder,Wald im Sinne der Schutzziele gemäss Pflegeplan nutzen oder pflegen;ökologisch wertvolle Übergänge von Wald und Naturschutzzonen schaffen; isolierte waldfreie Naturschutzzonen verbinden,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,536674.7,3572,536674.664421365,3572.0019829812204
2296,IIA,Naturschutzumgebungszone IIA,II,Naturschutzumgebungszone,,,,,,,,AV,,Sicherung der Naturschutzzone vor unerwünschten Einwirkungen,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Leinenzwang für Hunde.,3,Katzenseen,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,17413.7,1301.1000000000001,17413.681271075002,1301.0548315174601
5839,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,ZH 12,"Allmend Brunau, Riedwiese, Magerwiese, Gewässer",261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,20747.7,1190.7,20747.65994622,1190.6574725017501
5830,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,AV,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,ZH 12,"Allmend Brunau, Riedwiese, Magerwiese, Gewässer",261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,13959.5,517.8,13959.479761075001,517.758136889842
5805,IVA,Waldschutzzone IVA,IV,Waldschutzzone,,,,,,,,AV,,Langfristige Erhaltung standortgemässer Waldgesellschaften - schutzwürdiger Waldformen und -typen sowie stufig aufgebauter Waldränder,Wald im Sinne der Schutzziele gemäss Pflegeplan nutzen oder pflegen;ökologisch wertvolle Übergänge von Wald und Naturschutzzonen schaffen; isolierte waldfreie Naturschutzzonen verbinden,ZH 60,Waldstandort Unter Hueb,13,Stallikon,Affoltern am Albis,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,124946.8,3758.1,124946.819437905,3758.08572746292
5738,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,13,Stallikon,Affoltern am Albis,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,39234.3,1231,39234.333255105004,1231.01553944282
5787,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,2508.9,961.4,2508.85257611,961.4016824241701
5737,IVL,Waldschutzzone IVL,IV,Waldschutzzone,,,,,,,,AV,,Biologisch und landschaftlich wertvolle Elemente erhalten - Rücksicht auf Landschaftsbild nehmen.,Erratische Blöcke und andere geomorphologische Objekte erhalten; Bäche nicht verbauen,,,13,Stallikon,Affoltern am Albis,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,91468,2317.5,91467.9890275325,2317.53832609386
5773,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,13,Stallikon,Affoltern am Albis,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,357.40000000000003,115.7,357.38669137,115.70188581389401
5783,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,3181.8,325.2,3181.82450098,325.24366894673403
5715,IIIB,Landschaftsschutzzone IIIB,III,Landschaftsschutzzone,,,,,,,,AV,,Langfristige Erhaltung eines biologisch und landschaftlich wervollen Zustandes sowie als prägendes Landschaftselement,Alle Veränderungen in der Landschaft sind Bewilligungspflichtig.,,,261,Zürich,Zürich,238,SVO Uetliberg,"Verordnung zum Schutz des Uetliberg-Albis, Teilgebiet Uetliberg Nord (Natur- und Landschaftsschutzgebiet mit überkommunaler Bedeutung in den Gemeinden Stallikon, Uitikon und der Stadt Zürich",20170117,17006,Schutzverordnung,,2017/182671,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Uetliberg.pdf,11410.5,609.9,11410.50886563,609.8776931629731
3975,IVA,Waldschutzzone IVA,IV,Waldschutzzone,,,,,,,850,AV,,Langfristige Erhaltung standortgemässer Waldgesellschaften - schutzwürdiger Waldformen und -typen sowie stufig aufgebauter Waldränder,Wald im Sinne der Schutzziele gemäss Pflegeplan nutzen oder pflegen;ökologisch wertvolle Übergänge von Wald und Naturschutzzonen schaffen; isolierte waldfreie Naturschutzzonen verbinden,2,Hänsiried,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,1073.9,162.1,1073.9305256,162.139759330854
3939,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,AV,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,3,Katzenseen,96,Regensdorf,Dielsdorf,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,1986.1000000000001,244,1986.12026847,243.989068990412
1866,I,Naturschutzzone I,I,Naturschutzzone,,,,,,,,AV,,Erhaltung der schutzwürdigen Gebiete als Lebensraum seltener und gefährdeter Tier- und Pflanzenarten und -gemeinschaften,Beweidungsverbot;keine Düngung; keine Veränderungen des Wasserhaushaltes; Vorgaben zum Schnitttermin; Vorgaben zum Umgang mit bestehenden Gehölzen; Einschränkung des Begehens; Leinenzwang für Hunde.,3,Katzenseen,261,Zürich,Zürich,138,Katzenseen,"Verordnung über den Schutz der Katzenseen Schutz von Natur- und Landschaftsschutzgebieten mit überkommunaler Bedeutung in Regensdorf, Rümlang und Zürich",20031216,3062,Schutzverordnung,,06.02.2004,http://www.maps.zh.ch/system/docs/aln_fns/svo_zh/SVO_Katzensee_Regensdorf_Ruemlang_Zuerich.pdf,1551.3,287.90000000000003,1551.30296025,287.866165628943
